,Branch,City,Customer type,Gender,Product line,Unit price,Quantity,Tax 5%,Total,Payment,cogs,gross margin percentage,gross income,Rating
638,B,Mandalay,Member,Female,Food and beverages,17.63,5,4.4075,92.5575,Cash,88.15,4.7619047619999995,4.4075,8.5
639,B,Mandalay,Normal,Male,Fashion accessories,52.42,3,7.8629999999999995,165.123,Ewallet,157.26,4.7619047619999995,7.8629999999999995,7.5
640,B,Mandalay,Member,Female,Food and beverages,98.79,3,14.8185,311.1885,Ewallet,296.37,4.7619047619999995,14.8185,6.4
642,B,Mandalay,Member,Male,Electronic accessories,55.67,2,5.567,116.90700000000001,Ewallet,111.34,4.7619047619999995,5.567,6.0
647,B,Mandalay,Member,Male,Fashion accessories,33.63,1,1.6815,35.3115,Cash,33.63,4.7619047619999995,1.6815,5.6
650,B,Mandalay,Normal,Male,Electronic accessories,75.66,5,18.915,397.215,Ewallet,378.3,4.7619047619999995,18.915,7.8
651,B,Mandalay,Normal,Female,Health and beauty,55.81,6,16.743,351.603,Cash,334.86,4.7619047619999995,16.743,9.9
653,B,Mandalay,Member,Male,Sports and travel,37.32,9,16.794,352.67400000000004,Ewallet,335.88,4.7619047619999995,16.794,5.1
654,B,Mandalay,Member,Male,Fashion accessories,60.18,4,12.036,252.75599999999997,Credit card,240.72,4.7619047619999995,12.036,9.4
660,B,Mandalay,Normal,Female,Sports and travel,42.97,3,6.4455,135.3555,Cash,128.91,4.7619047619999995,6.4455,9.3
662,B,Mandalay,Member,Female,Fashion accessories,58.75,6,17.625,370.125,Credit card,352.5,4.7619047619999995,17.625,5.9
666,B,Mandalay,Member,Male,Food and beverages,57.74,3,8.661,181.88099999999997,Ewallet,173.22,4.7619047619999995,8.661,7.7
667,B,Mandalay,Normal,Female,Health and beauty,17.97,4,3.594,75.47399999999999,Ewallet,71.88,4.7619047619999995,3.594,6.4
669,B,Mandalay,Normal,Female,Sports and travel,40.62,2,4.062,85.302,Credit card,81.24,4.7619047619999995,4.062,4.1
671,B,Mandalay,Member,Male,Food and beverages,93.4,2,9.34,196.14,Cash,186.8,4.7619047619999995,9.34,5.5
672,B,Mandalay,Normal,Female,Health and beauty,73.41,3,11.0115,231.2415,Ewallet,220.23,4.7619047619999995,11.0115,4.0
675,B,Mandalay,Member,Male,Fashion accessories,83.77,2,8.377,175.917,Cash,167.54,4.7619047619999995,8.377,4.6
676,B,Mandalay,Member,Female,Sports and travel,64.08,7,22.428,470.98800000000006,Credit card,448.56,4.7619047619999995,22.428,7.3
680,B,Mandalay,Member,Female,Electronic accessories,39.48,1,1.974,41.45399999999999,Cash,39.48,4.7619047619999995,1.974,6.5
681,B,Mandalay,Normal,Female,Sports and travel,34.81,1,1.7405,36.5505,Credit card,34.81,4.7619047619999995,1.7405,7.0
684,B,Mandalay,Member,Female,Sports and travel,23.08,6,6.9239999999999995,145.404,Ewallet,138.48,4.7619047619999995,6.9239999999999995,4.9
685,B,Mandalay,Member,Female,Home and lifestyle,49.1,2,4.91,103.11,Credit card,98.2,4.7619047619999995,4.91,6.4
686,B,Mandalay,Member,Female,Sports and travel,64.83,2,6.483,136.143,Credit card,129.66,4.7619047619999995,6.483,8.0
697,B,Mandalay,Normal,Male,Home and lifestyle,62.19,4,12.437999999999999,261.198,Ewallet,248.76,4.7619047619999995,12.437999999999999,4.3
701,B,Mandalay,Normal,Male,Food and beverages,32.32,3,4.848,101.80799999999999,Credit card,96.96,4.7619047619999995,4.848,4.3
702,B,Mandalay,Member,Female,Fashion accessories,19.77,10,9.885,207.585,Credit card,197.7,4.7619047619999995,9.885,5.0
703,B,Mandalay,Member,Male,Health and beauty,80.47,9,36.2115,760.4415,Cash,724.23,4.7619047619999995,36.2115,9.2
704,B,Mandalay,Member,Female,Home and lifestyle,88.39,9,39.7755,835.2855,Cash,795.51,4.7619047619999995,39.7755,6.3
705,B,Mandalay,Normal,Male,Health and beauty,71.77,7,25.1195,527.5095,Cash,502.39,4.7619047619999995,25.1195,8.9
706,B,Mandalay,Normal,Female,Electronic accessories,43.0,4,8.6,180.6,Ewallet,172.0,4.7619047619999995,8.6,7.6
719,B,Mandalay,Member,Female,Fashion accessories,17.48,6,5.244,110.124,Credit card,104.88,4.7619047619999995,5.244,6.1
720,B,Mandalay,Normal,Female,Fashion accessories,25.56,7,8.946,187.86599999999999,Cash,178.92,4.7619047619999995,8.946,7.1
722,B,Mandalay,Normal,Male,Home and lifestyle,44.12,3,6.617999999999999,138.97799999999998,Credit card,132.36,4.7619047619999995,6.617999999999999,7.9
724,B,Mandalay,Member,Male,Food and beverages,23.34,4,4.668,98.02799999999999,Ewallet,93.36,4.7619047619999995,4.668,7.4
727,B,Mandalay,Normal,Male,Sports and travel,69.74,10,34.87,732.27,Credit card,697.4,4.7619047619999995,34.87,8.9
729,B,Mandalay,Member,Female,Home and lifestyle,52.18,7,18.262999999999998,383.523,Cash,365.26,4.7619047619999995,18.262999999999998,9.3
733,B,Mandalay,Normal,Male,Electronic accessories,75.88,7,26.558000000000003,557.7180000000001,Ewallet,531.16,4.7619047619999995,26.558000000000003,8.9
734,B,Mandalay,Member,Male,Food and beverages,53.72,1,2.6860000000000004,56.406000000000006,Ewallet,53.72,4.7619047619999995,2.6860000000000004,6.4
738,B,Mandalay,Member,Male,Electronic accessories,91.56,8,36.624,769.1039999999999,Ewallet,732.48,4.7619047619999995,36.624,6.0
746,B,Mandalay,Member,Male,Fashion accessories,65.23,10,32.615,684.915,Credit card,652.3,4.7619047619999995,32.615,5.2
748,B,Mandalay,Member,Female,Home and lifestyle,12.29,9,5.5305,116.1405,Credit card,110.61,4.7619047619999995,5.5305,8.0
750,B,Mandalay,Member,Female,Fashion accessories,22.32,4,4.4639999999999995,93.744,Ewallet,89.28,4.7619047619999995,4.4639999999999995,4.1
753,B,Mandalay,Normal,Male,Home and lifestyle,73.28,5,18.32,384.72,Ewallet,366.4,4.7619047619999995,18.32,8.4
756,B,Mandalay,Member,Female,Electronic accessories,35.74,8,14.296,300.216,Ewallet,285.92,4.7619047619999995,14.296,4.9
760,B,Mandalay,Member,Female,Food and beverages,77.2,10,38.6,810.6,Credit card,772.0,4.7619047619999995,38.6,5.6
761,B,Mandalay,Normal,Male,Electronic accessories,72.13,10,36.065,757.365,Credit card,721.3,4.7619047619999995,36.065,4.2
765,B,Mandalay,Normal,Female,Home and lifestyle,95.46,8,38.184,801.8639999999999,Ewallet,763.68,4.7619047619999995,38.184,4.7
767,B,Mandalay,Normal,Male,Sports and travel,13.69,6,4.107,86.24700000000001,Cash,82.14,4.7619047619999995,4.107,6.3
768,B,Mandalay,Normal,Female,Electronic accessories,95.64,4,19.128,401.68800000000005,Cash,382.56,4.7619047619999995,19.128,7.9
770,B,Mandalay,Member,Female,Sports and travel,95.54,4,19.108,401.26800000000003,Ewallet,382.16,4.7619047619999995,19.108,4.5
775,B,Mandalay,Normal,Female,Food and beverages,28.86,5,7.215,151.515,Credit card,144.3,4.7619047619999995,7.215,8.0
777,B,Mandalay,Normal,Male,Sports and travel,93.38,1,4.669,98.04899999999999,Cash,93.38,4.7619047619999995,4.669,9.6
779,B,Mandalay,Member,Male,Electronic accessories,87.87,9,39.5415,830.3715,Ewallet,790.83,4.7619047619999995,39.5415,5.6
792,B,Mandalay,Normal,Female,Home and lifestyle,97.37,10,48.685,1022.385,Credit card,973.7,4.7619047619999995,48.685,4.9
795,B,Mandalay,Normal,Male,Fashion accessories,27.18,2,2.718,57.078,Ewallet,54.36,4.7619047619999995,2.718,4.3
798,B,Mandalay,Normal,Male,Health and beauty,92.78,1,4.638999999999999,97.419,Credit card,92.78,4.7619047619999995,4.638999999999999,9.8
800,B,Mandalay,Normal,Male,Sports and travel,23.01,6,6.903,144.963,Ewallet,138.06,4.7619047619999995,6.903,7.9
804,B,Mandalay,Member,Female,Electronic accessories,75.59,9,34.0155,714.3255,Cash,680.31,4.7619047619999995,34.0155,8.0
808,B,Mandalay,Normal,Female,Health and beauty,17.75,1,0.8875,18.6375,Cash,17.75,4.7619047619999995,0.8875,8.6
810,B,Mandalay,Normal,Male,Health and beauty,10.75,8,4.3,90.3,Ewallet,86.0,4.7619047619999995,4.3,6.2
815,B,Mandalay,Normal,Female,Food and beverages,53.21,8,21.284000000000002,446.964,Ewallet,425.68,4.7619047619999995,21.284000000000002,5.0
818,B,Mandalay,Member,Male,Health and beauty,96.16,4,19.232,403.87199999999996,Credit card,384.64,4.7619047619999995,19.232,8.4
819,B,Mandalay,Member,Male,Food and beverages,47.16,5,11.79,247.59,Credit card,235.8,4.7619047619999995,11.79,6.0
820,B,Mandalay,Normal,Male,Electronic accessories,52.89,4,10.578,222.138,Ewallet,211.56,4.7619047619999995,10.578,6.7
824,B,Mandalay,Member,Female,Sports and travel,60.08,7,21.028000000000002,441.588,Credit card,420.56,4.7619047619999995,21.028000000000002,4.5
826,B,Mandalay,Member,Female,Health and beauty,72.11,9,32.4495,681.4395,Credit card,648.99,4.7619047619999995,32.4495,7.7
831,B,Mandalay,Normal,Male,Health and beauty,62.57,4,12.514000000000001,262.79400000000004,Cash,250.28,4.7619047619999995,12.514000000000001,9.5
832,B,Mandalay,Member,Female,Sports and travel,11.85,8,4.74,99.54,Cash,94.8,4.7619047619999995,4.74,4.1
834,B,Mandalay,Member,Female,Home and lifestyle,40.73,7,14.2555,299.3655,Ewallet,285.11,4.7619047619999995,14.2555,5.4
837,B,Mandalay,Normal,Male,Sports and travel,44.63,6,13.389000000000001,281.16900000000004,Credit card,267.78,4.7619047619999995,13.389000000000001,5.1
841,B,Mandalay,Normal,Male,Electronic accessories,60.3,1,3.015,63.315,Cash,60.3,4.7619047619999995,3.015,6.0
853,B,Mandalay,Normal,Female,Electronic accessories,52.79,10,26.395,554.295,Ewallet,527.9,4.7619047619999995,26.395,10.0
855,B,Mandalay,Normal,Female,Fashion accessories,36.51,9,16.4295,345.0195,Cash,328.59,4.7619047619999995,16.4295,4.2
856,B,Mandalay,Normal,Male,Food and beverages,21.12,8,8.448,177.408,Cash,168.96,4.7619047619999995,8.448,6.3
858,B,Mandalay,Normal,Male,Health and beauty,57.59,6,17.277,362.81699999999995,Cash,345.54,4.7619047619999995,17.277,5.1
862,B,Mandalay,Normal,Female,Home and lifestyle,11.28,9,5.0760000000000005,106.596,Credit card,101.52,4.7619047619999995,5.0760000000000005,4.3
863,B,Mandalay,Normal,Female,Home and lifestyle,51.07,7,17.8745,375.3645,Cash,357.49,4.7619047619999995,17.8745,7.0
866,B,Mandalay,Member,Male,Sports and travel,90.53,8,36.211999999999996,760.452,Credit card,724.24,4.7619047619999995,36.211999999999996,6.5
872,B,Mandalay,Member,Female,Electronic accessories,21.43,10,10.715,225.015,Cash,214.3,4.7619047619999995,10.715,6.2
877,B,Mandalay,Member,Male,Electronic accessories,39.75,1,1.9875,41.7375,Cash,39.75,4.7619047619999995,1.9875,6.1
879,B,Mandalay,Member,Female,Electronic accessories,12.1,8,4.84,101.64,Ewallet,96.8,4.7619047619999995,4.84,8.6
880,B,Mandalay,Member,Female,Food and beverages,33.21,10,16.605,348.705,Ewallet,332.1,4.7619047619999995,16.605,6.0
882,B,Mandalay,Member,Male,Sports and travel,31.99,10,15.995,335.895,Credit card,319.9,4.7619047619999995,15.995,9.9
891,B,Mandalay,Normal,Female,Electronic accessories,57.91,8,23.164,486.444,Cash,463.28,4.7619047619999995,23.164,8.1
893,B,Mandalay,Normal,Male,Electronic accessories,28.38,5,7.095,148.995,Cash,141.9,4.7619047619999995,7.095,9.4
894,B,Mandalay,Member,Male,Electronic accessories,50.45,6,15.135,317.835,Credit card,302.7,4.7619047619999995,15.135,8.9
895,B,Mandalay,Normal,Male,Health and beauty,99.16,8,39.664,832.944,Credit card,793.28,4.7619047619999995,39.664,4.2
901,B,Mandalay,Normal,Male,Home and lifestyle,45.97,4,9.193999999999999,193.074,Ewallet,183.88,4.7619047619999995,9.193999999999999,5.1
907,B,Mandalay,Normal,Female,Health and beauty,82.88,5,20.72,435.12,Credit card,414.4,4.7619047619999995,20.72,6.6
909,B,Mandalay,Normal,Female,Home and lifestyle,49.01,10,24.505,514.605,Credit card,490.1,4.7619047619999995,24.505,4.2
910,B,Mandalay,Member,Female,Food and beverages,29.15,3,4.3725,91.8225,Credit card,87.45,4.7619047619999995,4.3725,7.3
918,B,Mandalay,Normal,Male,Home and lifestyle,68.97,3,10.3455,217.2555,Ewallet,206.91,4.7619047619999995,10.3455,8.7
919,B,Mandalay,Member,Female,Electronic accessories,26.26,3,3.9389999999999996,82.719,Ewallet,78.78,4.7619047619999995,3.9389999999999996,6.3
921,B,Mandalay,Normal,Female,Home and lifestyle,16.37,6,4.9110000000000005,103.131,Cash,98.22,4.7619047619999995,4.9110000000000005,7.0
925,B,Mandalay,Normal,Female,Electronic accessories,13.78,4,2.7560000000000002,57.876000000000005,Ewallet,55.12,4.7619047619999995,2.7560000000000002,9.0
926,B,Mandalay,Member,Male,Sports and travel,88.31,1,4.4155,92.7255,Credit card,88.31,4.7619047619999995,4.4155,5.2
928,B,Mandalay,Normal,Female,Electronic accessories,88.25,9,39.7125,833.9625,Credit card,794.25,4.7619047619999995,39.7125,7.6
929,B,Mandalay,Normal,Male,Sports and travel,25.31,2,2.531,53.151,Ewallet,50.62,4.7619047619999995,2.531,7.2
930,B,Mandalay,Normal,Male,Home and lifestyle,99.92,6,29.976,629.496,Ewallet,599.52,4.7619047619999995,29.976,7.1
934,B,Mandalay,Normal,Female,Home and lifestyle,63.15,6,18.945,397.845,Ewallet,378.9,4.7619047619999995,18.945,9.8
947,B,Mandalay,Member,Male,Fashion accessories,53.78,1,2.6889999999999996,56.468999999999994,Ewallet,53.78,4.7619047619999995,2.6889999999999996,4.7
949,B,Mandalay,Normal,Female,Food and beverages,26.43,8,10.572000000000001,222.012,Ewallet,211.44,4.7619047619999995,10.572000000000001,8.9
950,B,Mandalay,Member,Male,Health and beauty,39.91,3,5.9865,125.7165,Ewallet,119.73,4.7619047619999995,5.9865,9.3
951,B,Mandalay,Member,Female,Home and lifestyle,21.9,3,3.285,68.985,Ewallet,65.7,4.7619047619999995,3.285,4.7
952,B,Mandalay,Member,Female,Food and beverages,62.85,4,12.57,263.97,Ewallet,251.4,4.7619047619999995,12.57,8.7
954,B,Mandalay,Member,Male,Home and lifestyle,65.91,6,19.773,415.233,Cash,395.46,4.7619047619999995,19.773,5.7
957,B,Mandalay,Normal,Male,Electronic accessories,46.02,6,13.806,289.926,Cash,276.12,4.7619047619999995,13.806,7.1
964,B,Mandalay,Normal,Male,Food and beverages,33.33,2,3.333,69.993,Credit card,66.66,4.7619047619999995,3.333,6.4
965,B,Mandalay,Normal,Female,Electronic accessories,38.27,2,3.827,80.367,Credit card,76.54,4.7619047619999995,3.827,5.8
969,B,Mandalay,Member,Female,Electronic accessories,34.49,5,8.6225,181.0725,Credit card,172.45,4.7619047619999995,8.6225,9.0
970,B,Mandalay,Member,Female,Food and beverages,84.63,10,42.315,888.615,Credit card,846.3,4.7619047619999995,42.315,9.0
971,B,Mandalay,Member,Male,Home and lifestyle,36.91,7,12.9185,271.2885,Ewallet,258.37,4.7619047619999995,12.9185,6.7
972,B,Mandalay,Normal,Male,Electronic accessories,87.08,7,30.478,640.038,Cash,609.56,4.7619047619999995,30.478,5.5
975,B,Mandalay,Member,Male,Fashion accessories,49.92,2,4.992,104.83200000000001,Credit card,99.84,4.7619047619999995,4.992,7.0
977,B,Mandalay,Member,Male,Food and beverages,26.6,6,7.98,167.58,Ewallet,159.6,4.7619047619999995,7.98,4.9
978,B,Mandalay,Normal,Female,Electronic accessories,25.45,1,1.2725,26.7225,Credit card,25.45,4.7619047619999995,1.2725,5.1
979,B,Mandalay,Normal,Female,Food and beverages,67.77,1,3.3885,71.1585,Credit card,67.77,4.7619047619999995,3.3885,6.5
985,B,Mandalay,Normal,Female,Fashion accessories,63.71,5,15.9275,334.4775,Ewallet,318.55,4.7619047619999995,15.9275,8.5
986,B,Mandalay,Normal,Female,Health and beauty,14.76,2,1.476,30.996,Ewallet,29.52,4.7619047619999995,1.476,4.3
987,B,Mandalay,Member,Male,Health and beauty,62.0,8,24.8,520.8,Credit card,496.0,4.7619047619999995,24.8,6.2
989,B,Mandalay,Member,Male,Health and beauty,75.37,8,30.148000000000003,633.1080000000001,Credit card,602.96,4.7619047619999995,30.148000000000003,8.4
991,B,Mandalay,Normal,Female,Sports and travel,76.6,10,38.3,804.3,Ewallet,766.0,4.7619047619999995,38.3,6.0
993,B,Mandalay,Normal,Male,Fashion accessories,17.49,10,8.745,183.645,Ewallet,174.9,4.7619047619999995,8.745,6.6
996,B,Mandalay,Normal,Female,Home and lifestyle,97.38,10,48.69,1022.49,Ewallet,973.8,4.7619047619999995,48.69,4.4
