,Branch,City,Customer type,Gender,Product line,Unit price,Quantity,Tax 5%,Total,Payment,cogs,gross margin percentage,gross income,Rating
621,A,Yangon,Member,Female,Food and beverages,91.61,1,4.5805,96.1905,Cash,91.61,4.7619047619999995,4.5805,9.8
626,A,Yangon,Normal,Male,Sports and travel,60.87,2,6.087000000000001,127.82700000000001,Ewallet,121.74,4.7619047619999995,6.087000000000001,8.7
628,A,Yangon,Member,Male,Home and lifestyle,53.3,3,7.995,167.895,Ewallet,159.9,4.7619047619999995,7.995,7.5
629,A,Yangon,Normal,Female,Fashion accessories,12.09,1,0.6045,12.6945,Credit card,12.09,4.7619047619999995,0.6045,8.2
630,A,Yangon,Normal,Male,Sports and travel,64.19,10,32.095,673.995,Credit card,641.9,4.7619047619999995,32.095,6.7
631,A,Yangon,Normal,Male,Electronic accessories,78.31,3,11.7465,246.6765,Ewallet,234.93,4.7619047619999995,11.7465,5.4
632,A,Yangon,Member,Male,Food and beverages,83.77,2,8.377,175.917,Credit card,167.54,4.7619047619999995,8.377,7.0
636,A,Yangon,Normal,Male,Health and beauty,28.95,7,10.1325,212.7825,Credit card,202.65,4.7619047619999995,10.1325,6.0
645,A,Yangon,Member,Male,Home and lifestyle,19.36,9,8.712,182.952,Ewallet,174.24,4.7619047619999995,8.712,8.7
652,A,Yangon,Member,Male,Home and lifestyle,72.78,10,36.39,764.19,Cash,727.8,4.7619047619999995,36.39,7.3
655,A,Yangon,Normal,Female,Electronic accessories,15.69,3,2.3535,49.4235,Credit card,47.07,4.7619047619999995,2.3535,5.8
657,A,Yangon,Member,Female,Fashion accessories,88.15,3,13.2225,277.6725,Ewallet,264.45,4.7619047619999995,13.2225,7.9
658,A,Yangon,Member,Female,Sports and travel,27.93,5,6.9825,146.6325,Cash,139.65,4.7619047619999995,6.9825,5.9
659,A,Yangon,Member,Male,Fashion accessories,55.45,1,2.7725,58.2225,Credit card,55.45,4.7619047619999995,2.7725,4.9
665,A,Yangon,Normal,Female,Fashion accessories,48.63,4,9.726,204.24599999999998,Ewallet,194.52,4.7619047619999995,9.726,7.6
670,A,Yangon,Member,Male,Fashion accessories,56.04,10,28.02,588.42,Ewallet,560.4,4.7619047619999995,28.02,4.4
674,A,Yangon,Normal,Female,Electronic accessories,45.48,10,22.74,477.54,Credit card,454.8,4.7619047619999995,22.74,4.8
677,A,Yangon,Member,Female,Food and beverages,73.47,4,14.694,308.574,Cash,293.88,4.7619047619999995,14.694,6.0
679,A,Yangon,Member,Male,Food and beverages,48.5,6,14.55,305.55,Ewallet,291.0,4.7619047619999995,14.55,9.4
683,A,Yangon,Member,Male,Fashion accessories,21.48,2,2.148,45.108000000000004,Ewallet,42.96,4.7619047619999995,2.148,6.6
687,A,Yangon,Member,Male,Home and lifestyle,63.56,10,31.78,667.38,Cash,635.6,4.7619047619999995,31.78,4.3
689,A,Yangon,Normal,Female,Food and beverages,67.1,3,10.065,211.365,Cash,201.3,4.7619047619999995,10.065,7.5
692,A,Yangon,Member,Male,Health and beauty,48.63,10,24.315,510.615,Cash,486.3,4.7619047619999995,24.315,8.8
695,A,Yangon,Member,Female,Home and lifestyle,87.37,5,21.8425,458.6925,Cash,436.85,4.7619047619999995,21.8425,6.6
696,A,Yangon,Member,Female,Sports and travel,27.04,4,5.4079999999999995,113.568,Ewallet,108.16,4.7619047619999995,5.4079999999999995,6.9
698,A,Yangon,Member,Male,Electronic accessories,69.58,9,31.311,657.5310000000001,Credit card,626.22,4.7619047619999995,31.311,7.8
709,A,Yangon,Normal,Male,Sports and travel,25.7,3,3.855,80.955,Ewallet,77.1,4.7619047619999995,3.855,6.1
710,A,Yangon,Member,Male,Food and beverages,80.62,6,24.186,507.906,Cash,483.72,4.7619047619999995,24.186,9.1
715,A,Yangon,Normal,Female,Health and beauty,35.68,5,8.92,187.32,Credit card,178.4,4.7619047619999995,8.92,6.6
716,A,Yangon,Member,Female,Fashion accessories,71.46,7,25.011,525.231,Ewallet,500.22,4.7619047619999995,25.011,4.5
717,A,Yangon,Member,Male,Electronic accessories,11.94,3,1.791,37.611,Credit card,35.82,4.7619047619999995,1.791,8.1
718,A,Yangon,Normal,Male,Fashion accessories,45.38,3,6.807,142.947,Credit card,136.14,4.7619047619999995,6.807,7.2
730,A,Yangon,Member,Female,Fashion accessories,22.32,4,4.4639999999999995,93.744,Credit card,89.28,4.7619047619999995,4.4639999999999995,4.4
731,A,Yangon,Normal,Male,Health and beauty,56.0,3,8.4,176.4,Ewallet,168.0,4.7619047619999995,8.4,4.8
732,A,Yangon,Member,Male,Fashion accessories,19.7,1,0.985,20.685,Ewallet,19.7,4.7619047619999995,0.985,9.5
739,A,Yangon,Normal,Male,Home and lifestyle,93.96,9,42.282,887.922,Cash,845.64,4.7619047619999995,42.282,9.8
742,A,Yangon,Member,Female,Sports and travel,71.63,2,7.162999999999999,150.423,Ewallet,143.26,4.7619047619999995,7.162999999999999,8.8
743,A,Yangon,Member,Male,Home and lifestyle,37.69,2,3.7689999999999997,79.149,Ewallet,75.38,4.7619047619999995,3.7689999999999997,9.5
751,A,Yangon,Normal,Female,Food and beverages,27.28,5,6.82,143.22,Credit card,136.4,4.7619047619999995,6.82,8.6
752,A,Yangon,Member,Female,Electronic accessories,17.42,10,8.71,182.91,Ewallet,174.2,4.7619047619999995,8.71,7.0
755,A,Yangon,Normal,Female,Fashion accessories,97.29,8,38.916,817.2360000000001,Credit card,778.32,4.7619047619999995,38.916,6.2
757,A,Yangon,Normal,Female,Home and lifestyle,96.52,6,28.956,608.076,Cash,579.12,4.7619047619999995,28.956,4.5
758,A,Yangon,Member,Male,Food and beverages,18.85,10,9.425,197.925,Ewallet,188.5,4.7619047619999995,9.425,5.6
759,A,Yangon,Normal,Female,Food and beverages,55.39,4,11.078,232.638,Ewallet,221.56,4.7619047619999995,11.078,8.0
762,A,Yangon,Member,Female,Fashion accessories,63.88,8,25.552,536.592,Ewallet,511.04,4.7619047619999995,25.552,9.9
763,A,Yangon,Member,Female,Health and beauty,10.69,5,2.6725,56.1225,Ewallet,53.45,4.7619047619999995,2.6725,7.6
764,A,Yangon,Member,Male,Health and beauty,55.5,4,11.1,233.1,Credit card,222.0,4.7619047619999995,11.1,6.6
769,A,Yangon,Normal,Female,Home and lifestyle,11.43,6,3.429,72.009,Cash,68.58,4.7619047619999995,3.429,7.7
781,A,Yangon,Normal,Female,Sports and travel,94.76,4,18.952,397.99199999999996,Ewallet,379.04,4.7619047619999995,18.952,7.8
782,A,Yangon,Member,Female,Fashion accessories,30.62,1,1.531,32.150999999999996,Credit card,30.62,4.7619047619999995,1.531,4.1
785,A,Yangon,Normal,Male,Electronic accessories,74.58,7,26.103,548.163,Credit card,522.06,4.7619047619999995,26.103,9.0
789,A,Yangon,Normal,Male,Sports and travel,58.91,7,20.6185,432.9885,Ewallet,412.37,4.7619047619999995,20.6185,9.7
790,A,Yangon,Normal,Male,Fashion accessories,46.41,1,2.3205,48.7305,Credit card,46.41,4.7619047619999995,2.3205,4.0
793,A,Yangon,Member,Male,Electronic accessories,92.6,7,32.41,680.61,Credit card,648.2,4.7619047619999995,32.41,9.3
794,A,Yangon,Normal,Female,Electronic accessories,46.61,2,4.6610000000000005,97.881,Credit card,93.22,4.7619047619999995,4.6610000000000005,6.6
797,A,Yangon,Member,Female,Sports and travel,24.49,10,12.245,257.145,Cash,244.9,4.7619047619999995,12.245,8.1
803,A,Yangon,Member,Female,Fashion accessories,48.96,9,22.031999999999996,462.67199999999997,Cash,440.64,4.7619047619999995,22.031999999999996,8.0
805,A,Yangon,Normal,Female,Home and lifestyle,77.47,4,15.494000000000002,325.374,Cash,309.88,4.7619047619999995,15.494000000000002,4.2
806,A,Yangon,Normal,Female,Sports and travel,93.18,2,9.318,195.678,Credit card,186.36,4.7619047619999995,9.318,8.5
807,A,Yangon,Normal,Female,Electronic accessories,50.23,4,10.046,210.96599999999998,Cash,200.92,4.7619047619999995,10.046,9.0
811,A,Yangon,Normal,Female,Electronic accessories,40.26,10,20.13,422.73,Credit card,402.6,4.7619047619999995,20.13,5.0
813,A,Yangon,Normal,Male,Electronic accessories,95.15,1,4.7575,99.9075,Cash,95.15,4.7619047619999995,4.7575,6.0
814,A,Yangon,Member,Female,Electronic accessories,48.62,8,19.448,408.408,Cash,388.96,4.7619047619999995,19.448,5.0
817,A,Yangon,Normal,Male,Food and beverages,33.88,8,13.552,284.592,Ewallet,271.04,4.7619047619999995,13.552,9.6
821,A,Yangon,Member,Female,Home and lifestyle,47.68,2,4.768,100.12799999999999,Credit card,95.36,4.7619047619999995,4.768,4.1
823,A,Yangon,Normal,Female,Health and beauty,68.71,3,10.3065,216.4365,Cash,206.13,4.7619047619999995,10.3065,8.7
825,A,Yangon,Member,Female,Sports and travel,22.01,4,4.402,92.44200000000001,Credit card,88.04,4.7619047619999995,4.402,6.6
827,A,Yangon,Member,Male,Fashion accessories,41.28,3,6.192,130.032,Credit card,123.84,4.7619047619999995,6.192,8.5
829,A,Yangon,Member,Female,Electronic accessories,74.22,10,37.11,779.31,Credit card,742.2,4.7619047619999995,37.11,4.3
830,A,Yangon,Normal,Male,Electronic accessories,10.56,8,4.224,88.704,Cash,84.48,4.7619047619999995,4.224,7.6
833,A,Yangon,Member,Male,Health and beauty,91.3,1,4.565,95.865,Ewallet,91.3,4.7619047619999995,4.565,9.2
835,A,Yangon,Normal,Male,Fashion accessories,52.38,1,2.6189999999999998,54.998999999999995,Cash,52.38,4.7619047619999995,2.6189999999999998,5.8
836,A,Yangon,Member,Male,Fashion accessories,38.54,5,9.635,202.335,Ewallet,192.7,4.7619047619999995,9.635,5.6
840,A,Yangon,Normal,Male,Fashion accessories,51.94,3,7.791,163.611,Cash,155.82,4.7619047619999995,7.791,7.9
842,A,Yangon,Member,Female,Sports and travel,39.47,2,3.947,82.887,Credit card,78.94,4.7619047619999995,3.947,5.0
844,A,Yangon,Normal,Male,Fashion accessories,21.32,1,1.0659999999999998,22.386,Cash,21.32,4.7619047619999995,1.0659999999999998,5.9
845,A,Yangon,Member,Male,Electronic accessories,93.78,3,14.067,295.407,Credit card,281.34,4.7619047619999995,14.067,5.9
846,A,Yangon,Member,Male,Electronic accessories,73.26,1,3.6630000000000003,76.923,Ewallet,73.26,4.7619047619999995,3.6630000000000003,9.7
849,A,Yangon,Normal,Female,Fashion accessories,99.1,6,29.73,624.33,Cash,594.6,4.7619047619999995,29.73,4.2
850,A,Yangon,Normal,Male,Fashion accessories,74.1,1,3.705,77.805,Cash,74.1,4.7619047619999995,3.705,9.2
851,A,Yangon,Normal,Female,Fashion accessories,98.48,2,9.847999999999999,206.808,Ewallet,196.96,4.7619047619999995,9.847999999999999,9.2
854,A,Yangon,Member,Female,Health and beauty,95.95,5,23.9875,503.7375,Ewallet,479.75,4.7619047619999995,23.9875,8.8
857,A,Yangon,Member,Female,Home and lifestyle,28.31,4,5.662000000000001,118.902,Cash,113.24,4.7619047619999995,5.662000000000001,8.2
859,A,Yangon,Member,Female,Food and beverages,47.63,9,21.4335,450.1035,Cash,428.67,4.7619047619999995,21.4335,5.0
861,A,Yangon,Member,Male,Sports and travel,12.76,2,1.276,26.796,Ewallet,25.52,4.7619047619999995,1.276,7.8
864,A,Yangon,Member,Female,Electronic accessories,79.59,3,11.9385,250.7085,Cash,238.77,4.7619047619999995,11.9385,6.6
869,A,Yangon,Normal,Male,Sports and travel,64.59,4,12.918,271.278,Ewallet,258.36,4.7619047619999995,12.918,9.3
870,A,Yangon,Member,Male,Food and beverages,24.82,7,8.687000000000001,182.42700000000002,Credit card,173.74,4.7619047619999995,8.687000000000001,7.1
873,A,Yangon,Member,Male,Sports and travel,89.06,6,26.718000000000004,561.078,Cash,534.36,4.7619047619999995,26.718000000000004,9.9
874,A,Yangon,Member,Male,Home and lifestyle,23.29,4,4.658,97.818,Credit card,93.16,4.7619047619999995,4.658,5.9
878,A,Yangon,Normal,Female,Electronic accessories,90.02,8,36.008,756.168,Credit card,720.16,4.7619047619999995,36.008,4.5
883,A,Yangon,Member,Female,Home and lifestyle,34.42,6,10.325999999999999,216.84599999999998,Ewallet,206.52,4.7619047619999995,10.325999999999999,7.5
884,A,Yangon,Member,Female,Food and beverages,83.34,2,8.334,175.014,Cash,166.68,4.7619047619999995,8.334,7.6
885,A,Yangon,Normal,Male,Sports and travel,45.58,7,15.953,335.01300000000003,Cash,319.06,4.7619047619999995,15.953,5.0
886,A,Yangon,Member,Male,Food and beverages,87.9,1,4.395,92.295,Ewallet,87.9,4.7619047619999995,4.395,6.7
887,A,Yangon,Member,Female,Electronic accessories,73.47,10,36.735,771.435,Ewallet,734.7,4.7619047619999995,36.735,9.5
889,A,Yangon,Member,Male,Sports and travel,76.92,10,38.46,807.66,Ewallet,769.2,4.7619047619999995,38.46,5.6
899,A,Yangon,Member,Male,Food and beverages,35.04,9,15.767999999999999,331.12800000000004,Ewallet,315.36,4.7619047619999995,15.767999999999999,4.6
902,A,Yangon,Member,Female,Health and beauty,27.73,5,6.9325,145.5825,Credit card,138.65,4.7619047619999995,6.9325,4.2
903,A,Yangon,Normal,Male,Food and beverages,11.53,7,4.0355,84.7455,Cash,80.71,4.7619047619999995,4.0355,8.1
908,A,Yangon,Member,Female,Food and beverages,79.54,2,7.954,167.03400000000002,Ewallet,159.08,4.7619047619999995,7.954,6.2
912,A,Yangon,Normal,Female,Home and lifestyle,93.12,8,37.248000000000005,782.2080000000001,Cash,744.96,4.7619047619999995,37.248000000000005,6.8
913,A,Yangon,Member,Male,Fashion accessories,51.34,8,20.535999999999998,431.256,Ewallet,410.72,4.7619047619999995,20.535999999999998,7.6
914,A,Yangon,Member,Female,Food and beverages,99.6,3,14.94,313.74,Cash,298.8,4.7619047619999995,14.94,5.8
917,A,Yangon,Normal,Female,Fashion accessories,94.67,4,18.934,397.61400000000003,Cash,378.68,4.7619047619999995,18.934,6.8
927,A,Yangon,Member,Female,Health and beauty,39.62,9,17.829,374.409,Credit card,356.58,4.7619047619999995,17.829,6.8
932,A,Yangon,Normal,Female,Food and beverages,74.44,10,37.22,781.62,Ewallet,744.4,4.7619047619999995,37.22,5.1
937,A,Yangon,Normal,Female,Sports and travel,89.48,5,22.37,469.77,Cash,447.4,4.7619047619999995,22.37,7.4
938,A,Yangon,Member,Female,Health and beauty,92.09,3,13.8135,290.0835,Cash,276.27,4.7619047619999995,13.8135,4.2
940,A,Yangon,Normal,Male,Food and beverages,66.52,4,13.304,279.384,Ewallet,266.08,4.7619047619999995,13.304,6.9
942,A,Yangon,Normal,Female,Home and lifestyle,45.68,10,22.84,479.64,Ewallet,456.8,4.7619047619999995,22.84,5.7
943,A,Yangon,Normal,Male,Health and beauty,50.79,5,12.6975,266.6475,Credit card,253.95,4.7619047619999995,12.6975,5.3
944,A,Yangon,Member,Male,Health and beauty,10.08,7,3.528,74.08800000000001,Cash,70.56,4.7619047619999995,3.528,4.2
945,A,Yangon,Normal,Female,Electronic accessories,93.88,7,32.858000000000004,690.018,Credit card,657.16,4.7619047619999995,32.858000000000004,7.3
955,A,Yangon,Normal,Female,Fashion accessories,42.57,7,14.8995,312.8895,Cash,297.99,4.7619047619999995,14.8995,6.8
959,A,Yangon,Member,Female,Food and beverages,98.66,9,44.397,932.337,Cash,887.94,4.7619047619999995,44.397,8.4
961,A,Yangon,Member,Male,Electronic accessories,20.89,2,2.089,43.869,Cash,41.78,4.7619047619999995,2.089,9.8
962,A,Yangon,Normal,Female,Fashion accessories,15.5,1,0.775,16.275,Credit card,15.5,4.7619047619999995,0.775,7.4
966,A,Yangon,Normal,Female,Home and lifestyle,33.3,9,14.985,314.685,Ewallet,299.7,4.7619047619999995,14.985,7.2
967,A,Yangon,Member,Male,Home and lifestyle,81.01,3,12.1515,255.1815,Credit card,243.03,4.7619047619999995,12.1515,9.3
968,A,Yangon,Normal,Female,Health and beauty,15.8,3,2.37,49.77,Cash,47.4,4.7619047619999995,2.37,9.5
973,A,Yangon,Normal,Male,Home and lifestyle,80.08,3,12.012,252.252,Cash,240.24,4.7619047619999995,12.012,5.4
976,A,Yangon,Normal,Female,Food and beverages,74.66,4,14.932,313.572,Cash,298.64,4.7619047619999995,14.932,8.5
981,A,Yangon,Normal,Male,Health and beauty,58.15,4,11.63,244.23,Cash,232.6,4.7619047619999995,11.63,8.4
982,A,Yangon,Member,Female,Sports and travel,97.48,9,43.86600000000001,921.186,Ewallet,877.32,4.7619047619999995,43.86600000000001,7.4
990,A,Yangon,Normal,Female,Food and beverages,56.56,5,14.14,296.94,Credit card,282.8,4.7619047619999995,14.14,4.5
992,A,Yangon,Normal,Male,Electronic accessories,58.03,2,5.803,121.863,Ewallet,116.06,4.7619047619999995,5.803,8.8
997,A,Yangon,Member,Male,Food and beverages,31.84,1,1.5919999999999999,33.431999999999995,Cash,31.84,4.7619047619999995,1.5919999999999999,7.7
998,A,Yangon,Normal,Male,Home and lifestyle,65.82,1,3.2910000000000004,69.111,Cash,65.82,4.7619047619999995,3.2910000000000004,4.1
999,A,Yangon,Member,Female,Fashion accessories,88.34,7,30.919,649.299,Cash,618.38,4.7619047619999995,30.919,6.6
